payment_id,customer_id,merchant_id,amount,currency,payment_method,status,failure_reason,attempt_count,event_timestamp,customer_success_rate,previous_retry_success_rate,contact_count,actual_recovery_outcome
pay_000050,cust_0249,merchant_001,7838.26,INR,wallet,failed,payment_method_declined,2,2026-02-09T22:40:00,0.78,0.78,1,1
pay_000051,cust_0289,merchant_001,1770.55,INR,wallet,failed,repeated_attempts,5,2026-01-05T21:49:00,0.86,0.88,2,0
pay_000052,cust_0173,merchant_013,5637.31,INR,wallet,failed,network_error,4,2026-02-08T12:45:00,0.56,0.14,1,0
pay_000053,cust_0036,merchant_002,15109.24,INR,card,failed,processing_error,5,2026-06-23T07:00:00,0.26,0.12,0,0
pay_000054,cust_0112,merchant_015,14019.35,INR,netbanking,failed,network_error,2,2026-05-02T20:54:00,0.22,0.23,1,1
pay_000055,cust_0297,merchant_001,18584.85,INR,wallet,failed,network_error,1,2026-06-25T14:55:00,0.68,0.74,0,1
pay_000056,cust_0062,merchant_019,15674.44,INR,netbanking,failed,authentication_failed,2,2026-05-07T22:04:00,0.76,0.16,0,0
pay_000057,cust_0251,merchant_004,8727.12,INR,netbanking,failed,insufficient_funds,3,2026-06-04T15:51:00,0.72,0.16,0,0
pay_000058,cust_0139,merchant_020,16183.16,INR,wallet,failed,inactivity,4,2026-05-14T14:00:00,0.85,0.7,0,0
pay_000059,cust_0143,merchant_015,4952.88,INR,wallet,failed,insufficient_funds,3,2026-06-01T05:31:00,0.85,0.6,0,0
pay_000060,cust_0182,merchant_009,6872.74,INR,netbanking,failed,payment_method_declined,4,2026-02-03T02:28:00,0.73,0.39,1,0
pay_000061,cust_0124,merchant_016,12953.47,INR,wallet,failed,payment_method_declined,2,2026-03-15T23:42:00,0.61,0.26,2,0
pay_000062,cust_0298,merchant_012,9517.88,INR,netbanking,failed,insufficient_funds,4,2026-02-14T07:00:00,0.21,0.35,2,0
pay_000063,cust_0062,merchant_007,6379.4,INR,card,failed,insufficient_funds,4,2026-02-25T19:39:00,0.79,0.38,1,1
pay_000064,cust_0052,merchant_007,5995.3,INR,netbanking,failed,network_error,5,2026-04-19T15:25:00,0.78,0.34,2,1
pay_000065,cust_0150,merchant_005,12793.61,INR,wallet,failed,network_error,3,2026-06-27T08:45:00,0.21,0.55,0,1
pay_000066,cust_0027,merchant_009,18827.17,INR,wallet,failed,bank_timeout,4,2026-03-04T00:34:00,0.21,0.34,1,1
pay_000067,cust_0077,merchant_019,18987.6,INR,upi,failed,bank_timeout,5,2026-05-05T23:09:00,0.25,0.52,2,1
pay_000068,cust_0268,merchant_013,9065.24,INR,wallet,failed,blocked_payment,5,2026-05-24T22:47:00,0.29,0.75,2,0
pay_000069,cust_0051,merchant_007,12547.75,INR,netbanking,failed,processing_error,5,2026-01-11T23:09:00,0.66,0.46,2,0
pay_000070,cust_0241,merchant_010,749.53,INR,netbanking,failed,inactivity,1,2026-01-01T11:41:00,0.32,0.25,0,0
pay_000071,cust_0102,merchant_014,2384.05,INR,card,failed,inactivity,2,2026-05-24T10:04:00,0.76,0.49,1,0
pay_000072,cust_0292,merchant_010,8839.15,INR,wallet,failed,inactivity,1,2026-01-31T04:55:00,0.92,0.8,0,0
pay_000073,cust_0021,merchant_014,14717.23,INR,netbanking,failed,inactivity,5,2026-03-31T21:25:00,0.75,0.9,2,0
pay_000074,cust_0138,merchant_019,900.61,INR,card,failed,bank_timeout,5,2026-06-23T02:02:00,0.38,0.67,2,1
pay_000075,cust_0252,merchant_003,9453.21,INR,wallet,failed,insufficient_funds,2,2026-03-21T08:24:00,0.71,0.88,2,0
pay_000076,cust_0206,merchant_018,830.27,INR,upi,failed,processing_error,3,2026-05-07T06:42:00,0.73,0.83,1,1
pay_000077,cust_0278,merchant_015,8323.63,INR,card,failed,processing_error,4,2026-05-31T04:09:00,0.46,0.92,2,0
pay_000078,cust_0068,merchant_010,8818.51,INR,wallet,failed,insufficient_funds,4,2026-02-07T01:21:00,0.69,0.52,0,1
pay_000079,cust_0008,merchant_018,8219.01,INR,card,failed,bank_timeout,2,2026-01-29T19:57:00,0.97,0.62,2,1
pay_000080,cust_0150,merchant_017,14137.69,INR,wallet,failed,blocked_payment,1,2026-06-01T11:41:00,0.92,0.49,2,1
pay_000081,cust_0261,merchant_005,17294.14,INR,netbanking,failed,invalid_details,5,2026-03-11T19:54:00,0.97,0.31,0,0
pay_000082,cust_0153,merchant_019,11640.48,INR,wallet,failed,repeated_attempts,5,2026-05-30T09:02:00,0.87,0.39,1,1
pay_000083,cust_0234,merchant_011,17405.07,INR,card,failed,invalid_details,3,2026-05-19T21:02:00,0.55,0.51,2,0
pay_000084,cust_0196,merchant_013,19769.44,INR,card,failed,payment_method_declined,1,2026-05-16T13:39:00,0.38,0.76,1,0
pay_000085,cust_0226,merchant_004,10566.43,INR,wallet,failed,insufficient_funds,5,2026-06-08T07:46:00,0.23,0.53,1,0
pay_000086,cust_0136,merchant_011,12502.86,INR,wallet,failed,bank_timeout,2,2026-03-27T11:14:00,0.31,0.84,0,0
pay_000087,cust_0250,merchant_018,814.39,INR,upi,failed,inactivity,5,2026-06-23T16:41:00,0.87,0.82,1,1
pay_000088,cust_0051,merchant_004,8929.2,INR,netbanking,failed,network_error,2,2026-01-17T10:52:00,0.74,0.34,2,1
pay_000089,cust_0126,merchant_017,8299.83,INR,card,failed,closed_account,3,2026-03-10T05:42:00,0.24,0.78,1,0
pay_000090,cust_0299,merchant_005,4720.55,INR,netbanking,failed,network_error,5,2026-02-13T20:12:00,0.26,0.84,2,0
pay_000091,cust_0038,merchant_015,18910.19,INR,netbanking,failed,insufficient_funds,4,2026-05-04T08:31:00,0.73,0.86,1,0
pay_000092,cust_0055,merchant_008,7689.15,INR,netbanking,failed,inactivity,3,2026-03-12T00:45:00,0.54,0.31,0,0
pay_000093,cust_0026,merchant_020,14928.93,INR,netbanking,failed,payment_method_declined,4,2026-01-02T11:22:00,0.98,0.35,1,0
pay_000094,cust_0071,merchant_004,18077.73,INR,upi,failed,repeated_attempts,2,2026-02-04T14:41:00,0.38,0.78,2,0
pay_000095,cust_0213,merchant_006,4095.82,INR,netbanking,failed,processing_error,2,2026-06-15T14:13:00,0.55,0.59,0,1
pay_000096,cust_0174,merchant_004,9419.79,INR,upi,failed,insufficient_funds,3,2026-06-26T02:33:00,0.92,0.81,1,0
pay_000097,cust_0203,merchant_001,5362.73,INR,upi,failed,network_error,4,2026-03-08T14:05:00,0.96,0.83,2,1
pay_000098,cust_0191,merchant_004,13529.25,INR,wallet,failed,insufficient_funds,5,2026-05-30T17:11:00,0.73,0.67,1,0
pay_000099,cust_0238,merchant_010,13019.86,INR,upi,failed,bank_timeout,5,2026-04-28T21:38:00,0.9,0.58,0,1
pay_000100,cust_0276,merchant_005,7834.05,INR,netbanking,failed,network_error,4,2026-01-18T16:38:00,0.95,0.36,0,1
pay_000101,cust_0213,merchant_004,16690.49,INR,wallet,failed,inactivity,4,2026-05-16T03:01:00,0.79,0.9,2,0
pay_000102,cust_0186,merchant_004,19620.46,INR,netbanking,failed,closed_account,2,2026-03-22T22:54:00,0.42,0.69,1,0
pay_000103,cust_0233,merchant_003,13289.1,INR,upi,failed,payment_method_declined,4,2026-02-04T13:17:00,0.97,0.4,1,0
pay_000104,cust_0284,merchant_007,11769.02,INR,card,failed,bank_timeout,5,2026-01-13T11:45:00,0.46,0.94,0,0
pay_000105,cust_0067,merchant_018,5088.02,INR,card,failed,processing_error,1,2026-06-06T06:26:00,0.32,0.87,1,0
pay_000106,cust_0090,merchant_009,1142.74,INR,wallet,failed,bank_timeout,3,2026-04-18T04:44:00,0.88,0.21,0,1
pay_000107,cust_0258,merchant_008,18913.77,INR,upi,failed,insufficient_funds,3,2026-04-19T01:45:00,0.79,0.5,2,1
pay_000108,cust_0032,merchant_016,16961.24,INR,wallet,failed,repeated_attempts,3,2026-04-28T02:47:00,0.92,0.66,1,0
pay_000109,cust_0034,merchant_005,5572.82,INR,netbanking,failed,inactivity,1,2026-02-28T15:19:00,0.59,0.87,0,1
pay_000110,cust_0059,merchant_018,14444.71,INR,card,failed,authentication_failed,5,2026-03-20T07:34:00,0.67,0.35,2,1
pay_000111,cust_0161,merchant_014,6319.22,INR,netbanking,failed,insufficient_funds,4,2026-03-17T17:29:00,0.9,0.45,1,0
pay_000112,cust_0222,merchant_004,14917.32,INR,netbanking,failed,authentication_failed,1,2026-06-01T10:04:00,0.32,0.88,0,1
pay_000113,cust_0211,merchant_012,17484.79,INR,wallet,failed,payment_method_switch,5,2026-03-02T00:14:00,0.64,0.6,2,0
pay_000114,cust_0260,merchant_007,3179.13,INR,wallet,failed,invalid_details,5,2026-03-06T00:21:00,0.77,0.92,1,0
pay_000115,cust_0116,merchant_014,16918.59,INR,upi,failed,network_error,3,2026-05-19T19:52:00,0.29,0.82,0,1
pay_000116,cust_0159,merchant_011,7085.37,INR,card,failed,payment_method_declined,1,2026-02-19T17:56:00,0.72,0.69,0,0
pay_000117,cust_0047,merchant_017,4381.14,INR,wallet,failed,invalid_details,2,2026-04-26T06:22:00,0.65,0.44,2,0
pay_000118,cust_0027,merchant_005,3232.46,INR,upi,failed,insufficient_funds,3,2026-04-19T12:56:00,0.32,0.36,2,1
pay_000119,cust_0111,merchant_017,2364.97,INR,wallet,failed,inactivity,4,2026-03-22T11:19:00,0.41,0.66,2,0
pay_000120,cust_0203,merchant_020,1190.16,INR,card,failed,bank_timeout,5,2026-02-26T03:30:00,0.74,0.6,2,1
pay_000121,cust_0255,merchant_014,3596.33,INR,wallet,failed,processing_error,3,2026-03-01T17:35:00,0.37,0.22,1,1
pay_000122,cust_0022,merchant_014,472.96,INR,upi,failed,insufficient_funds,3,2026-03-14T06:49:00,0.38,0.57,0,0
pay_000123,cust_0167,merchant_006,16046.31,INR,wallet,failed,invalid_details,4,2026-01-21T23:12:00,0.65,0.59,1,0
pay_000124,cust_0269,merchant_003,7975.76,INR,netbanking,failed,payment_method_switch,1,2026-03-21T07:29:00,0.93,0.17,0,0
pay_000125,cust_0262,merchant_007,18127.86,INR,netbanking,failed,repeated_attempts,1,2026-04-26T06:36:00,0.38,0.76,2,1
pay_000126,cust_0102,merchant_006,12087.74,INR,upi,failed,authentication_failed,2,2026-01-19T17:09:00,0.96,0.65,0,1
pay_000127,cust_0290,merchant_020,6531.84,INR,netbanking,failed,network_error,5,2026-03-23T17:17:00,0.81,0.52,2,0
pay_000128,cust_0260,merchant_003,6277.12,INR,wallet,failed,network_error,3,2026-04-18T15:57:00,0.25,0.48,1,1
pay_000129,cust_0237,merchant_019,11130.9,INR,upi,failed,bank_timeout,1,2026-04-19T03:34:00,0.49,0.34,2,1
pay_000130,cust_0032,merchant_015,2159.69,INR,netbanking,failed,insufficient_funds,3,2026-03-28T14:03:00,0.84,0.65,2,0
pay_000131,cust_0225,merchant_017,10502.69,INR,card,failed,blocked_payment,1,2026-05-09T19:38:00,0.27,0.65,0,0
pay_000132,cust_0172,merchant_003,6660.85,INR,wallet,failed,authentication_failed,3,2026-04-19T20:12:00,0.93,0.43,2,1
pay_000133,cust_0073,merchant_012,6273.61,INR,wallet,failed,processing_error,5,2026-03-02T16:28:00,0.77,0.66,0,1
pay_000134,cust_0066,merchant_017,1959.71,INR,wallet,failed,bank_timeout,5,2026-04-28T03:27:00,0.76,0.17,1,0
pay_000135,cust_0099,merchant_008,19999.53,INR,card,failed,insufficient_funds,2,2026-06-22T12:25:00,0.21,0.36,1,0
pay_000136,cust_0173,merchant_020,2707.88,INR,wallet,failed,bank_timeout,5,2026-06-10T20:51:00,0.87,0.19,2,0
pay_000137,cust_0211,merchant_012,13559.62,INR,card,failed,network_error,5,2026-05-12T06:53:00,0.34,0.69,0,0
pay_000138,cust_0241,merchant_007,7420.04,INR,wallet,failed,blocked_payment,4,2026-04-08T05:07:00,0.68,0.74,0,0
pay_000139,cust_0103,merchant_020,2854.13,INR,netbanking,failed,insufficient_funds,5,2026-06-25T21:41:00,0.42,0.42,1,0
pay_000140,cust_0064,merchant_010,1769.11,INR,card,failed,bank_timeout,1,2026-06-03T23:45:00,0.58,0.42,2,1
pay_000141,cust_0231,merchant_012,18616.39,INR,wallet,failed,processing_error,4,2026-06-22T06:56:00,0.92,0.23,0,0
pay_000142,cust_0051,merchant_011,15848.47,INR,card,failed,bank_timeout,1,2026-02-10T21:01:00,0.6,0.3,1,1
pay_000143,cust_0003,merchant_003,478.18,INR,card,failed,bank_timeout,2,2026-03-27T09:34:00,0.92,0.5,2,1
pay_000144,cust_0122,merchant_010,2524.78,INR,card,failed,invalid_details,5,2026-01-21T05:46:00,0.63,0.72,1,0
pay_000145,cust_0264,merchant_019,4914.57,INR,card,failed,authentication_failed,1,2026-04-19T15:11:00,0.83,0.49,1,1
pay_000146,cust_0044,merchant_017,19495.62,INR,upi,failed,processing_error,5,2026-02-04T02:23:00,0.2,0.4,1,0
pay_000147,cust_0241,merchant_002,12749.85,INR,netbanking,failed,blocked_payment,5,2026-01-04T16:50:00,0.63,0.77,2,0
pay_000148,cust_0054,merchant_019,14730.22,INR,netbanking,failed,processing_error,3,2026-05-14T10:16:00,0.21,0.77,0,0
pay_000149,cust_0246,merchant_006,16248.8,INR,upi,failed,network_error,2,2026-03-26T13:58:00,0.48,0.39,2,0
pay_000150,cust_0022,merchant_011,18674.08,INR,wallet,failed,repeated_attempts,2,2026-05-25T00:24:00,0.95,0.13,0,1
pay_000151,cust_0025,merchant_011,5537.01,INR,netbanking,failed,blocked_payment,2,2026-03-06T23:38:00,0.63,0.32,1,0
pay_000152,cust_0255,merchant_012,18493.78,INR,netbanking,failed,insufficient_funds,4,2026-06-27T06:15:00,0.52,0.47,1,1
pay_000153,cust_0053,merchant_003,6625.61,INR,netbanking,failed,payment_method_switch,5,2026-04-10T07:12:00,0.77,0.17,0,0
pay_000154,cust_0181,merchant_020,19963.2,INR,netbanking,failed,processing_error,4,2026-03-23T09:32:00,0.68,0.46,1,1
pay_000155,cust_0082,merchant_001,2941.31,INR,wallet,failed,inactivity,4,2026-04-04T09:42:00,0.83,0.15,1,0
pay_000156,cust_0017,merchant_020,3153.42,INR,wallet,failed,bank_timeout,3,2026-03-11T16:42:00,0.25,0.76,1,0
pay_000157,cust_0161,merchant_009,5067.27,INR,upi,failed,blocked_payment,5,2026-04-07T09:14:00,0.49,0.75,0,0
pay_000158,cust_0229,merchant_007,19927.67,INR,netbanking,failed,bank_timeout,5,2026-02-17T15:43:00,0.35,0.54,0,0
pay_000159,cust_0228,merchant_003,16229.21,INR,netbanking,failed,inactivity,2,2026-03-24T07:00:00,0.99,0.27,0,1
pay_000160,cust_0090,merchant_012,10224.24,INR,upi,failed,inactivity,3,2026-06-04T23:39:00,0.76,0.57,1,1
pay_000161,cust_0189,merchant_015,16092.87,INR,card,failed,blocked_payment,4,2026-03-07T16:46:00,0.83,0.3,0,0
pay_000162,cust_0295,merchant_003,2594.0,INR,netbanking,failed,payment_method_declined,4,2026-03-16T18:47:00,0.27,0.36,2,0
pay_000163,cust_0283,merchant_019,3721.07,INR,card,failed,inactivity,3,2026-06-09T19:51:00,0.56,0.68,0,0
pay_000164,cust_0083,merchant_011,18701.28,INR,card,failed,insufficient_funds,1,2026-01-28T20:32:00,0.92,0.15,2,1
pay_000165,cust_0283,merchant_009,2590.89,INR,netbanking,failed,authentication_failed,1,2026-02-05T17:39:00,0.94,0.86,1,1
pay_000166,cust_0173,merchant_019,919.77,INR,upi,failed,payment_method_declined,5,2026-01-29T01:41:00,0.27,0.64,2,0
pay_000167,cust_0214,merchant_020,12815.92,INR,wallet,failed,bank_timeout,3,2026-02-08T09:02:00,0.95,0.76,2,1
pay_000168,cust_0208,merchant_010,9125.53,INR,upi,failed,invalid_details,3,2026-02-14T13:53:00,0.63,0.65,1,0
pay_000169,cust_0164,merchant_012,19509.95,INR,card,failed,network_error,3,2026-01-27T03:41:00,0.53,0.49,2,1
pay_000170,cust_0127,merchant_005,2026.55,INR,netbanking,failed,repeated_attempts,2,2026-01-23T07:18:00,0.61,0.19,1,0
pay_000171,cust_0161,merchant_007,15286.12,INR,wallet,failed,blocked_payment,2,2026-06-19T23:37:00,0.88,0.46,1,0
pay_000172,cust_0259,merchant_015,19337.06,INR,card,failed,blocked_payment,4,2026-01-17T09:25:00,0.57,0.85,0,0
pay_000173,cust_0275,merchant_001,16958.73,INR,wallet,failed,payment_method_declined,5,2026-05-03T10:17:00,0.24,0.34,2,0
pay_000174,cust_0292,merchant_018,3973.64,INR,netbanking,failed,network_error,4,2026-01-09T05:40:00,0.41,0.41,1,1
pay_000175,cust_0066,merchant_004,7938.68,INR,netbanking,failed,bank_timeout,3,2026-05-04T20:42:00,0.6,0.75,2,1
pay_000176,cust_0024,merchant_002,2827.02,INR,netbanking,failed,payment_method_declined,5,2026-03-15T01:41:00,0.49,0.22,2,0
pay_000177,cust_0164,merchant_006,7919.8,INR,netbanking,failed,payment_method_switch,5,2026-03-01T16:54:00,0.61,0.23,0,0
pay_000178,cust_0009,merchant_012,6691.67,INR,upi,failed,payment_method_declined,4,2026-04-13T11:27:00,0.6,0.53,2,0
pay_000179,cust_0297,merchant_019,4628.11,INR,upi,failed,blocked_payment,1,2026-03-28T09:30:00,0.66,0.78,2,0
pay_000180,cust_0125,merchant_002,11494.15,INR,upi,failed,payment_method_declined,5,2026-01-27T21:38:00,0.33,0.63,1,0
pay_000181,cust_0242,merchant_002,14144.93,INR,card,failed,network_error,4,2026-02-07T02:48:00,0.55,0.46,2,1
pay_000182,cust_0273,merchant_011,10970.84,INR,netbanking,failed,payment_method_declined,4,2026-06-24T03:49:00,0.99,0.51,1,1
pay_000183,cust_0153,merchant_010,14127.53,INR,wallet,failed,payment_method_declined,5,2026-02-10T22:27:00,0.35,0.31,1,0
pay_000184,cust_0279,merchant_013,17925.63,INR,wallet,failed,processing_error,3,2026-01-23T04:28:00,0.48,0.89,1,1
pay_000185,cust_0041,merchant_012,18487.79,INR,netbanking,failed,payment_method_switch,3,2026-02-22T08:40:00,0.95,0.78,0,0
pay_000186,cust_0056,merchant_020,14843.73,INR,card,failed,repeated_attempts,3,2026-05-07T17:37:00,0.37,0.8,2,0
pay_000187,cust_0242,merchant_004,13655.72,INR,card,failed,network_error,2,2026-01-19T05:46:00,0.73,0.55,0,1
pay_000188,cust_0244,merchant_016,13045.72,INR,netbanking,failed,bank_timeout,4,2026-06-20T05:13:00,0.63,0.89,2,0
pay_000189,cust_0020,merchant_006,8415.91,INR,card,failed,processing_error,1,2026-04-15T12:25:00,0.71,0.87,2,1
pay_000190,cust_0149,merchant_002,284.42,INR,upi,failed,closed_account,4,2026-06-20T12:06:00,0.23,0.81,0,0
pay_000191,cust_0069,merchant_017,9413.61,INR,card,failed,closed_account,5,2026-03-31T21:56:00,0.46,0.49,2,0
pay_000192,cust_0173,merchant_010,11398.85,INR,card,failed,payment_method_switch,3,2026-02-03T21:30:00,0.46,0.72,2,1
pay_000193,cust_0049,merchant_006,19635.54,INR,wallet,failed,network_error,4,2026-03-01T16:44:00,0.88,0.86,2,1
pay_000194,cust_0169,merchant_010,11690.97,INR,upi,failed,processing_error,2,2026-05-18T05:12:00,0.4,0.32,1,1
pay_000195,cust_0258,merchant_010,13836.78,INR,netbanking,failed,processing_error,1,2026-02-25T20:27:00,0.48,0.3,1,1
pay_000196,cust_0192,merchant_014,14068.62,INR,wallet,failed,authentication_failed,4,2026-03-24T19:49:00,0.37,0.91,0,0
pay_000197,cust_0042,merchant_017,8990.28,INR,netbanking,failed,repeated_attempts,2,2026-05-18T09:30:00,0.83,0.8,2,0
pay_000198,cust_0077,merchant_006,6629.54,INR,wallet,failed,bank_timeout,5,2026-02-06T19:14:00,0.65,0.15,2,0
pay_000199,cust_0233,merchant_005,10313.63,INR,wallet,failed,bank_timeout,1,2026-03-23T02:20:00,0.36,0.6,2,0
pay_000200,cust_0002,merchant_007,11608.39,INR,upi,failed,payment_method_declined,3,2026-01-04T23:06:00,0.64,0.67,2,0
pay_000201,cust_0017,merchant_010,8236.45,INR,card,failed,insufficient_funds,1,2026-06-29T12:29:00,0.75,0.56,0,0
pay_000202,cust_0194,merchant_013,1696.97,INR,card,failed,repeated_attempts,4,2026-06-12T06:17:00,0.97,0.65,1,0
pay_000203,cust_0115,merchant_001,15147.97,INR,netbanking,failed,inactivity,5,2026-04-07T06:32:00,0.47,0.25,1,0
pay_000204,cust_0080,merchant_009,3850.76,INR,upi,failed,insufficient_funds,4,2026-02-15T01:23:00,0.77,0.46,0,0
pay_000205,cust_0018,merchant_015,11995.92,INR,upi,failed,bank_timeout,1,2026-02-07T12:23:00,0.72,0.62,0,1
pay_000206,cust_0029,merchant_005,10127.53,INR,netbanking,failed,processing_error,5,2026-05-18T07:57:00,0.23,0.47,0,0
pay_000207,cust_0165,merchant_008,6105.11,INR,card,failed,network_error,5,2026-05-21T15:16:00,0.92,0.59,2,0
pay_000208,cust_0090,merchant_014,11161.43,INR,upi,failed,blocked_payment,3,2026-04-12T08:20:00,0.61,0.45,0,0
pay_000209,cust_0077,merchant_010,7591.56,INR,wallet,failed,blocked_payment,5,2026-05-07T18:13:00,0.94,0.67,1,0
